entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id,channel_type,balance_account_id
ent_3102_p10_04,payment,0,63700,63700,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p10,Synthetic customer payment,,ent_3102_p10_04,UTR3102P10A,ord_3102_p10_04,receipt_3102_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p04_07,payment,0,34400,34400,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p04,Synthetic customer payment,,ent_3102_p04_07,UTR3102P04A,ord_3102_p04_07,receipt_3102_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p00_00,payment,0,41600,41600,INR,450,81,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3102_p00,Synthetic customer payment,,ent_3102_p00_00,UTR3102P00A,ord_3102_p00_00,receipt_3102_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p09_05,payment,0,41100,41100,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p09,Synthetic customer payment,,ent_3102_p09_05,UTR3102P09A,ord_3102_p09_05,receipt_3102_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p07_04,payment,0,43400,43400,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p07,Synthetic customer payment,,ent_3102_p07_04,UTR3102P07A,ord_3102_p07_04,receipt_3102_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p06_06,payment,0,60600,60600,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3102_p06,Synthetic customer payment,,ent_3102_p06_06,UTR3102P06A,ord_3102_p06_06,receipt_3102_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p03_05,payment,0,59400,59400,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p03,Synthetic customer payment,,ent_3102_p03_05,UTR3102P03A,ord_3102_p03_05,receipt_3102_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p06_04,payment,0,32400,32400,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3102_p06,Synthetic customer payment,,ent_3102_p06_04,UTR3102P06A,ord_3102_p06_04,receipt_3102_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p00_08,adjustment,450,0,450,INR,450,0,false,true,2026-08-30T12:30:00Z,2026-08-30T20:30:00Z,set_3102_p00,Synthetic adjustment movement,,,UTR3102P00A,,,,,,,,,ba_01
ent_3102_p10_07,payment,0,60800,60800,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p10,Synthetic customer payment,,ent_3102_p10_07,UTR3102P10A,ord_3102_p10_07,receipt_3102_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p04_06,payment,0,26600,26600,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p04,Synthetic customer payment,,ent_3102_p04_06,UTR3102P04A,ord_3102_p04_06,receipt_3102_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p07_06,payment,0,66400,66400,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p07,Synthetic customer payment,,ent_3102_p07_06,UTR3102P07A,ord_3102_p07_06,receipt_3102_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p06_02,payment,0,35600,35600,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3102_p06,Synthetic customer payment,,ent_3102_p06_02,UTR3102P06A,ord_3102_p06_02,receipt_3102_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p08_02,payment,0,66000,66000,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3102_p08,Synthetic customer payment,,ent_3102_p08_02,,ord_3102_p08_02,receipt_3102_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
