entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id,channel_type,balance_account_id
,payment,0,0,0,INR,0,0,false,true,2026-08-31T18:30:00Z,2026-08-31T18:30:00Z,malformed_settlement,Synthetic malformed source row,,,,,,,,,,,,ba_01
ent_3103_p04_06,payment,0,24300,24300,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p04,Synthetic customer payment,,ent_3103_p04_06,UTR3103P04A,ord_3103_p04_06,receipt_3103_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p05_11,adjustment,875,0,875,INR,0,0,false,true,2026-08-30T10:30:00Z,2026-08-30T18:30:00Z,set_3103_p05,Synthetic adjustment movement,,,UTR3103P05A,,,,,,,,,ba_02
ent_3103_p09_02,payment,0,22500,22500,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p09,Synthetic customer payment,,ent_3103_p09_02,UTR3103P09A,ord_3103_p09_02,receipt_3103_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p00_05,payment,0,33200,33200,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p00,Synthetic customer payment,,ent_3103_p00_05,UTR3103P00A,ord_3103_p00_05,receipt_3103_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p08_03,payment,0,38000,38000,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p08,Synthetic customer payment,,ent_3103_p08_03,UTR3103P08A,ord_3103_p08_03,receipt_3103_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p07_02,payment,0,42500,42500,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p07,Synthetic customer payment,,ent_3103_p07_02,,ord_3103_p07_02,receipt_3103_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p02_05,payment,0,58200,58200,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3103_p02,Synthetic customer payment,,ent_3103_p02_05,UTR3103P02A,ord_3103_p02_05,receipt_3103_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p10_05,payment,0,72500,72500,INR,0,0,false,true,2026-08-26T08:30:00Z,2026-08-26T16:30:00Z,set_3103_p10,Synthetic customer payment,,ent_3103_p10_05,UTR3103P10A,ord_3103_p10_05,receipt_3103_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p06_04,payment,0,78700,78700,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3103_p06,Synthetic customer payment,,ent_3103_p06_04,UTR3103P06A,ord_3103_p06_04,receipt_3103_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p04_07,payment,0,59400,59400,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p04,Synthetic customer payment,,ent_3103_p04_07,UTR3103P04A,ord_3103_p04_07,receipt_3103_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p01_04,payment,0,70300,70300,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p01,Synthetic customer payment,,ent_3103_p01_04,UTR3103P01A,ord_3103_p01_04,receipt_3103_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p11_02,payment,0,25100,25100,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p11,Synthetic customer payment,,ent_3103_p11_02,UTR3103P11A,ord_3103_p11_02,receipt_3103_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p07_04,payment,0,66300,66300,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p07,Synthetic customer payment,,ent_3103_p07_04,,ord_3103_p07_04,receipt_3103_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p01_09,adjustment,81,0,81,INR,0,81,false,true,2026-08-30T10:30:00Z,2026-08-30T18:30:00Z,set_3103_p01,Synthetic adjustment movement,,,UTR3103P01A,,,,,,,,,ba_02
